       Train Prediction  Actual Value
15355         20.678308            20
15356         19.580120            20
15357         19.625618            19
15358         18.614809            19
15359         18.637770            19
15360         18.723583            19
15361         18.850784            20
15362         20.071182            21
15363         21.357681            20
15364         20.181952            20
15365         19.946150            20
15366         19.777586            20
15367         19.835144            20
15368         19.904404            20
15369         19.904404            19
15370         18.790289            20
15371         19.810366            20
15372         19.929453            21
15373         21.224819            21
15374         21.214373            21
15375         21.096197            22
15376         22.162046            22
15377         22.115482            22
15378         22.081030            23
15379         23.173948            25
15380         25.345968            26
15381         26.491198            26
15382         26.337402            28
15383         28.129402            28
15384         28.046326            29
15385         28.924576            31
15386         30.645975            30
15387         30.056019            29
15388         28.887167            29
15389         28.567991            28
15390         27.496023            30
15391         29.516563            29
15392         28.818998            27
15393         26.581669            24
15394         23.138306            22
15395         20.860613            22
15396         21.029957            21
15397         20.249912            20
15398         19.455841            20
15399         19.517729            20
15400         19.646410            20
15401         19.835144            20
15402         19.904404            20
15403         19.904404            20
15404         19.904404            20
15405         19.904404            20
15406         19.904404            19
15407         18.790289            19
15408         18.699854            19
15409         18.723583            19
15410         18.850784            19
15411         18.919561            18
15412         17.824108            19
15413         18.801552            19
15414         18.948036            19
15415         19.059139            19
15416         18.991079            18
15417         17.824108            18
15418         17.708591            18
15419         17.733801            19
15420         18.987371            19
15421         19.174574            19
15422         19.132296            19
15423         18.991079            20
15424         20.071182            20
15425         20.149809            22
15426         22.478056            23
15427         23.625502            22
15428         22.322540            24
15429         24.301590            25
15430         25.289680            26
15431         26.414783            24
15432         23.968197            25
15433         24.813076            26
15434         25.902248            25
15435         24.871544            26
15436         25.959478            27
15437         26.980940            25
15438         24.733316            24
15439         23.460501            24
15440         23.459200            23
15441         22.424988            23
15442         22.618332            22
15443         21.535593            22
15444         21.613804            21
15445         20.551998            20
15446         19.508345            20
15447         19.517729            19
15448         18.558569            19
15449         18.637770            19
15450         18.723583            19
15451         18.850784            19
15452         18.919561            19
15453         18.919561            18
15454         17.824108            18
15455         17.708593            18
15456         17.733801            18
15457         17.862566            18
15458         17.930330            18
15459         17.930330            18
15460         17.930330            17
15461         16.850170            17
15462         16.710119            16
15463         15.691171            16
15464         15.643787            17
15465         16.833618            17
15466         17.131002            17
15467         17.161795            16
15468         15.923978            17
15469         16.776148            16
15470         15.884345            17
15471         16.922226            18
15472         18.223459            18
15473         18.359737            19
15474         19.411390            18
15475         18.111210            19
15476         19.019510            20
15477         20.209164            21
15478         21.520557            22
15479         22.666803            22
15480         22.436190            23
15481         23.370556            23
15482         23.193644            23
15483         23.080877            22
15484         21.764767            24
15485         23.995810            24
15486         24.099501            23
15487         22.976360            24
15488         23.985331            24
15489         23.916082            23
15490         22.796467            23
15491         22.734701            23
15492         22.703974            22
15493         21.639244            21
15494         20.533169            20
15495         19.413534            19
15496         18.399666            18
15497         17.437576            18
15498         17.482279            18
15499         17.671696            18
15500         17.862566            17
15501         16.850170            17
15502         16.710119            17
15503         16.736605            17
15504         16.866419            17
15505         16.933178            16
15506         15.864685            16
15507         15.702248            16
15508         15.730188            16
15509         15.860621            15
15510         14.866569            15
15511         14.685224            15
15512         14.718015            15
15513         14.859855            15
15514         14.939785            15
15515         14.939785            16
15516         16.066509            18
15517         18.551472            19
15518         19.947504            21
15519         22.030293            22
15520         22.967405            22
15521         22.680569            23
15522         23.438854            23
15523         23.193644            24
15524         24.248400            26
15525         26.330643            25
15526         25.186666            26
15527         26.099333            26
15528         25.939482            27
15529         26.975790            27
15530         26.959974            27
15531         26.853292            28
15532         27.855320            28
15533         27.848171            28
15534         27.799028            28
15535         27.734409            28
15536         27.691101            28
15537         27.691101            28
15538         27.691101            28
15539         27.691101            27
15540         26.588797            27
15541         26.544468            26
15542         25.477427            23
15543         22.207960            22
15544         21.064856            23
15545         22.331535            22
15546         21.532106            21
15547         20.637707            21
15548         20.571318            20
15549         19.522635            19
15550         18.544737            19
15551         18.528284            19
15552         18.660360            18
15553         17.763859            18
15554         17.708591            17
15555         16.675928            17
15556         16.650549            16
15557         15.691171            17
15558         16.700768            16
15559         15.884345            16
15560         15.826773            16
15561         15.793250            16
15562         15.860621            17
15563         17.071579            17
15564         17.216591            18
15565         18.323343            20
15566         20.639851            21
15567         21.885822            22
15568         22.874727            24
15569         24.742796            25
15570         25.658571            26
15571         26.526615            27
15572         27.311255            27
15573         27.094566            27
15574         26.900860            28
15575         27.855320            28
15576         27.848171            29
15577         28.824799            28
15578         27.811769            30
15579         29.630310            29
15580         28.862978            30
15581         29.688507            30
15582         29.787956            30
15583         29.769863            29
15584         28.786966            30
15585         29.568316            29
15586         28.735447            29
15587         28.624752            29
15588         28.635565            29
15589         28.647665            27
15590         26.544359            25
15591         24.154657            23
15592         21.980452            21
15593         19.985041            23
15594         22.363300            21
15595         20.452326            20
15596         19.591633            20
15597         19.479040            20
15598         19.585930            18
15599         17.685167            18
15600         17.526121            18
15601         17.556837            17
15602         16.736389            16
15603         15.677724            16
15604         15.531938            15
15605         14.643670            15
15606         14.627174            15
15607         14.718015            15
15608         14.859855            14
15609         13.856982            13
15610         12.649151            14
15611         13.522246            15
15612         15.042493            16
15613         16.554749            18
15614         18.848444            20
15615         21.086962            20
15616         21.037651            23
15617         23.830311            24
15618         24.814796            26
15619         26.768028            26
15620         26.495457            28
15621         28.203676            28
15622         28.097050            29
15623         28.924576            29
15624         28.891020            30
15625         29.739952            30
15626         29.831717            30
15627         29.805162            30
15628         29.763878            30
15629         29.728510            30
15630         29.728510            31
15631         30.610653            30
15632         29.938726            31
15633         30.637661            30
15634         29.901018            30
15635         29.716066            30
15636         29.688650            29
15637         28.709326            28
15638         27.515116            27
15639         26.327711            24
15640         23.132675            22
15641         20.938023            21
15642         19.991173            20
15643         19.153070            20
15644         19.406948            20
15645         19.646410            19
15646         18.728374            18
15647         17.633978            18
15648         17.537188            18
15649         17.671696            18
15650         17.862566            18
15651         17.930330            17
15652         16.850170            15
15653         14.710849            15
15654         14.363627            15
15655         14.483771            14
15656         13.746732            14
15657         13.665871            13
15658         12.664499            15
15659         14.749539            16
15660         16.454615            19
15661         19.961784            19
15662         20.128391            21
15663         21.976173            21
15664         21.675541            23
15665         23.641264            25
15666         25.674250            27
15667         27.638418            28
15668         28.465364            29
15669         29.152077            30
15670         29.915991            30
15671         29.915268            31
15672         30.707357            31
15673         30.838242            32
15674         31.611893            32
15675         31.824884            32
15676         31.880272            32
15677         31.861937            33
15678         32.462193            32
15679         32.117558            32
15680         31.922554            32
15681         31.821968            32
15682         31.819031            32
15683         31.840099            32
15684         31.840099            31
15685         31.097628            29
15686         28.962864            27
15687         26.273577            26
15688         25.007633            24
15689         23.047091            23
15690         22.113504            22
15691         21.193771            22
15692         21.404327            21
15693         20.494175            21
15694         20.616407            21
15695         20.699720            20
15696         19.691679            20
15697         19.688139            20
15698         19.710312            19
15699         18.728374            19
15700         18.699854            18
15701         17.648985            17
15702         16.610928            17
15703         16.539351            17
15704         16.675644            15
15705         14.808887            15
15706         14.503646            17
15707         16.717745            18
15708         18.513405            19
15709         19.897518            20
15710         20.807804            22
15711         22.795246            23
15712         23.833143            25
15713         25.775139            26
15714         26.611849            28
15715         28.364223            29
15716         29.182579            30
15717         29.965891            31
15718         30.791866            31
15719         30.903152            32
15720         31.637098            32
15721         31.824884            33
15722         32.490597            34
15723         33.150463            33
15724         33.015636            33
15725         32.853848            33
15726         32.753010            33
15727         32.748966            33
15728         32.760921            33
15729         32.760921            33
15730         32.760921            33
15731         32.760921            32
15732         32.181919            31
15733         31.143593            30
15734         29.865978            29
15735         28.582954            27
15736         26.306421            27
15737         26.227255            27
15738         26.460478            26
15739         25.503780            26
15740         25.585840            25
15741         24.503632            24
15742         23.442438            23
15743         22.361601            22
15744         21.317949            22
15745         21.457130            22
15746         21.634260            20
15747         19.565477            20
15748         19.503580            20
15749         19.535309            19
15750         18.669662            19
15751         18.699854            19
15752         18.723583            18
15753         17.763859            18
15754         17.708591            19
15755         18.839008            20
15756         20.280201            21
15757         21.610519            22
15758         22.666803            24
15759         24.676672            26
15760         26.677504            26
15761         26.540339            28
15762         28.247478            29
15763         29.074236            29
15764         29.009047            29
15765         28.861370            30
15766         29.693716            31
15767         30.656225            31
15768         30.870899            31
15769         30.888271            31
15770         30.828812            31
15771         30.799498            32
15772         31.563719            32
15773         31.800684            32
15774         31.880272            31
15775         31.123785            31
15776         30.807716            31
15777         30.742563            29
15778         28.924021            29
15779         28.486504            29
15780         28.511158            28
15781         27.550106            27
15782         26.425406            26
15783         25.301273            26
15784         25.425455            25
15785         24.455069            25
15786         24.588066            25
15787         24.693293            24
15788         23.630257            23
15789         22.496635            23
15790         22.523201            23
15791         22.643726            23
15792         22.813046            23
15793         22.879154            22
15794         21.700657            22
15795         21.673872            22
15796         21.696857            21
15797         20.660381            21
15798         20.678308            21
15799         20.699720            20
15800         19.691679            20
15801         19.688139            20
15802         19.710312            20
15803         19.835144            21
15804         21.072210            21
15805         21.128456            22
15806         22.309566            22
15807         22.198919            23
15808         23.302631            24
15809         24.344194            25
15810         25.394157            25
15811         25.264696            26
15812         26.167067            26
15813         26.029156            27
15814         27.024351            29
15815         28.965145            29
15816         29.032457            29
15817         28.916422            25
15818         24.562872            25
15819         24.025204            24
15820         23.178978            24
15821         23.480362            24
15822         23.730106            24
15823         23.829977            25
15824         25.021002            24
15825         23.881754            24
15826         23.836317            24
15827         23.788292            24
15828         23.829977            23
15829         22.688505            23
15830         22.675365            23
15831         22.703974            22
15832         21.639244            21
15833         20.533169            20
15834         19.413534            19
15835         18.399666            18
15836         17.437576            18
15837         17.482279            18
15838         17.671696            18
15839         17.862564            18
15840         17.930330            18
15841         17.930330            18
15842         17.930330            18
15843         17.930330            18
15844         17.930330            18
15845         17.930330            18
15846         17.930330            18
15847         17.930330            18
15848         17.930330            18
15849         17.930330            18
15850         17.930330            18
15851         17.930330            18
15852         17.930330            19
15853         19.072777            19
15854         19.174574            21
15855         21.496603            21
15856         21.489439            22
15857         22.549780            23
15858         23.474218            23
15859         23.335781            24
15860         24.313032            24
15861         24.156704            25
15862         25.186293            25
15863         25.094889            25
15864         24.991833            25
15865         24.893738            25
15866         24.837984            26
15867         25.964314            26
15868         25.972727            27
15869         27.024351            27
15870         26.959974            27
15871         26.853292            26
15872         25.646879            25
15873         24.437183            21
15874         20.217947            21
15875         20.043581            20
15876         19.126942            20
15877         19.457397            20
15878         19.710312            19
15879         18.728374            19
15880         18.699854            18
15881         17.648985            18
15882         17.647648            18
15883         17.733801            18
15884         17.862566            18
15885         17.930330            18
15886         17.930330            18
15887         17.930330            18
15888         17.930330            18
15889         17.930330            18
15890         17.930330            17
15891         16.850170            17
15892         16.710119            16
15893         15.691171            17
15894         16.700768            17
15895         16.976892            17
15896         17.077782            17
15897         17.006804            17
15898         16.933178            17
15899         16.933178            17
15900         16.933178            18
15901         18.073565            18
15902         18.197927            19
15903         19.321136            19
15904         19.261879            19
15905         19.132294            19
15906         18.991079            20
15907         20.071182            21
15908         21.357681            20
15909         20.181952            21
15910         21.113688            22
15911         22.199493            22
15912         22.265684            23
15913         23.370556            23
15914         23.193644            22
15915         21.881317            22
15916         21.736601            23
15917         22.892851            23
15918         23.037271            23
15919         23.080877            23
15920         22.951656            24
15921         24.067902            23
15922         22.885317            23
15923         22.841000            23
15924         22.767042            22
15925         21.639244            22
15926         21.673872            21
15927         20.551998            21
15928         20.616407            20
15929         19.580120            20
15930         19.625618            20
15931         19.710312            19
15932         18.728374            18
15933         17.633980            18
15934         17.537188            16
15935         15.641498            15
15936         14.500806            15
15937         14.365705            15
15938         14.597641            14
15939         13.800715            14
15940         13.665871            14
15941         13.716386            14
15942         13.857231            14
15943         13.938560            13
15944         12.852224            13
15945         12.658083            13
15946         12.711233            14
15947         13.958566            14
15948         14.236356            15
15949         15.308321            16
15950         16.482430            18
15951         18.789789            19
15952         20.008671            19
15953         19.770573            21
15954         21.644611            22
15955         22.689058            22
15956         22.594387            23
15957         23.438854            24
15958         24.344194            24
15959         24.275993            24
15960         24.117752            25
15961         25.080666            26
15962         26.146742            25
15963         24.987110            25
15964         24.825193            26
15965         25.876478            26
15966         25.917519            26
15967         25.922329            26
15968         25.835283            25
15969         24.635624            26
15970         25.774916            26
15971         25.827662            25
15972         24.724222            24
15973         23.540714            23
15974         22.361601            21
15975         20.233454            20
15976         19.229702            19
15977         18.273096            19
15978         18.419134            17
15979         16.596840            18
15980         17.518402            16
15981         15.682022            16
15982         15.572601            15
15983         14.586245            15
15984         14.571890            15
15985         14.718015            14
15986         13.800715            14
15987         13.665871            14
15988         13.716386            13
15989         12.781307            13
15990         12.658083            12
15991         11.650314            12
15992         11.573009            12
15993         11.704492            12
15994         11.839874            13
15995         13.040117            14
15996         14.382546            15
15997         15.644303            17
15998         17.836687            18
15999         19.016439            20
16000         21.045727            21
16001         22.016788            22
16002         22.874727            24
16003         24.742796            24
16004         24.557161            25
16005         25.415865            26
16006         26.265310            26
16007         26.125036            26
16008         25.974176            27
16009         26.942902            27
16010         26.908663            27
16011         26.853292            28
16012         27.855320            28
16013         27.848171            28
16014         27.799028            29
16015         28.767029            28
16016         27.765190            28
16017         27.632582            29
16018         28.671917            27
16019         26.628115            26
16020         25.328732            25
16021         24.267780            23
16022         22.137871            22
16023         21.168686            20
16024         19.175011            19
16025         18.232676            19
16026         18.325893            18
16027         17.543459            17
16028         16.610928            17
16029         16.539351            17
16030         16.675644            16
16031         15.807881            16
16032         15.702248            16
16033         15.730188            16
16034         15.860621            15
16035         14.866569            15
16036         14.685224            14
16037         13.683500            14
16038         13.602463            14
16039         13.716386            13
16040         12.781307            13
16041         12.658083            13
16042         12.711233            14
16043         13.958566            14
16044         14.236356            15
16045         15.308321            17
16046         17.631420            19
16047         20.039740            20
16048         21.181770            22
16049         23.052834            22
16050         22.786453            23
16051         23.568014            25
16052         25.478239            26
16053         26.491198            26
16054         26.337402            27
16055         27.122665            27
16056         26.959974            28
16057         27.924742            29
16058         28.902853            29
16059         28.906031            28
16060         27.778769            29
16061         28.627903            29
16062         28.708683            29
16063         28.739670            29
16064         28.726168            29
16065         28.686401            29
16066         28.686401            28
16067         27.632732            27
16068         26.425406            26
16069         25.301273            26
16070         25.425455            25
16071         24.455069            22
16072         21.230612            22
16073         21.193468            21
16074         20.215145            20
16075         19.406363            19
16076         18.448837            19
16077         18.472004            18
16078         17.594555            18
16079         17.647648            17
16080         16.675928            17
16081         16.650549            16
16082         15.691171            17
16083         16.700768            16
16084         15.884345            15
16085         14.790984            15
16086         14.569265            15
16087         14.655015            15
16088         14.859855            15
16089         14.939785            13
16090         12.853298            14
16091         13.473351            15
16092         14.889292            17
16093         17.614527            19
16094         20.095415            20
16095         21.181770            22
16096         23.052834            23
16097         23.901106            24
16098         24.730234            25
16099         25.520803            26
16100         26.365602            26
16101         26.181538            27
16102         27.073416            27
16103         26.959974            27
16104         26.853292            29
16105         28.835888            30
16106         29.848246            29
16107         29.018721            28
16108         27.691214            29
16109         28.539516            31
16110         30.475218            30
16111         30.017015            29
16112         28.887167            29
16113         28.567991            26
16114         25.329071            22
16115         21.075121            22
16116         20.873911            21
16117         20.022470            20
16118         19.359840            20
16119         19.517729            19
16120         18.558569            19
16121         18.637770            19
16122         18.723583            18
16123         17.763859            18
16124         17.708591            18
16125         17.733801            18
16126         17.862564            17
16127         16.850170            17
16128         16.710119            16
16129         15.691171            16
16130         15.643787            16
16131         15.730188            16
16132         15.860621            15
16133         14.866569            15
16134         14.685224            16
16135         15.827238            16
16136         16.142975            15
16137         15.055670            15
16138         14.745711            15
16139         14.718015            16
16140         15.978630            16
16141         16.229183            17
16142         17.321779            18
16143         18.478540            19
16144         19.638994            20
16145         20.717697            21
16146         21.701031            22
16147         22.666803            23
16148         23.606884            24
16149         24.537189            24
16150         24.342072            25
16151         25.246288            26
16152         26.205622            26
16153         26.125036            28
16154         28.083397            28
16155         28.046326            28
16156         27.910938            28
16157         27.778610            28
16158         27.691101            28
16159         27.691101            27
16160         26.588797            27
16161         26.544468            26
16162         25.477427            27
16163         26.667770            26
16164         25.649504            25
16165         24.514883            25
16166         24.555998            24
16167         23.488817            23
16168         22.445246            23
16169         22.523201            23
16170         22.643726            22
16171         21.639244            22
16172         21.673872            22
16173         21.696857            21
16174         20.660381            21
16175         20.678308            20
16176         19.580120            21
16177         20.749903            20
16178         19.770462            20
16179         19.809027            20
16180         19.777586            20
16181         19.835144            20
16182         19.904404            20
16183         19.904404            19
16184         18.790289            19
16185         18.699854            19
16186         18.723583            19
16187         18.850784            20
16188         20.071182            20
16189         20.149809            21
16190         21.311441            21
16191         21.214369            21
16192         21.096197            22
16193         22.162046            22
16194         22.115482            23
16195         23.302631            25
16196         25.411711            23
16197         23.071909            24
16198         24.027620            24
16199         23.876972            24
16200         23.937990            22
16201         21.596056            23
16202         22.649311            25
16203         24.994898            28
16204         28.263424            28
16205         28.450665            29
16206         29.102449            29
16207         28.934877            29
16208         28.779346            30
16209         29.693716            29
16210         28.826208            28
16211         27.606585            28
16212         27.478359            27
16213         26.437019            26
16214         25.365383            25
16215         24.328098            25
16216         24.461649            23
16217         22.328939            22
16218         21.287027            22
16219         21.367582            19
16220         18.389473            19
16221         18.321711            19
16222         18.390856            18
16223         17.652790            18
16224         17.708591            18
16225         17.733801            18
16226         17.862566            17
16227         16.850170            17
16228         16.710119            17
16229         16.736605            16
16230         15.807880            16
16231         15.702248            16
16232         15.730188            15
16233         14.810559            15
16234         14.685224            15
16235         14.718015            16
16236         15.978630            17
16237         17.391088            17
16238         17.466717            18
16239         18.413343            19
16240         19.470917            21
16241         21.765099            22
16242         22.900585            24
16243         24.868710            24
16244         24.626705            26
16245         26.466686            27
16246         27.337606            26
16247         26.076040            27
16248         26.921740            29
16249         28.858654            28
16250         27.972576            29
16251         28.812653            28
16252         27.750584            30
16253         29.596592            30
16254         29.821512            29
16255         28.882248            29
16256         28.652374            29
16257         28.596916            28
16258         27.590748            22
16259         21.613880            23
16260         21.854828            23
16261         22.118383            23
16262         22.697924            22
16263         21.764767            21
16264         20.533169            21
16265         20.511219            21
16266         20.635944            21
16267         20.820967            20
16268         19.754566            20
16269         19.688139            20
16270         19.710312            19
16271         18.728374            19
16272         18.699854            19
16273         18.723583            19
16274         18.850784            19
16275         18.919561            19
16276         18.919561            18
16277         17.824108            18
16278         17.708591            17
16279         16.675928            17
16280         16.650549            17
16281         16.736605            17
16282         16.866419            17
16283         16.933178            18
16284         18.073565            19
16285         19.379965            20
16286         20.626396            18
16287         18.181501            19
16288         18.849792            20
16289         19.972433            22
16290         22.590622            24
16291         24.889795            24
16292         24.754158            26
16293         26.521547            27
16294         27.337606            27
16295         27.181910            28
16296         28.013174            28
16297         27.894758            28
16298         27.799028            29
16299         28.767029            30
16300         29.753893            31
16301         30.726173            31
16302         30.903152            31
16303         30.888271            30
16304         29.955378            30
16305         29.679193            30
16306         29.654356            30
16307         29.694185            29
16308         28.747490            28
16309         27.515116            26
16310         25.220116            25
16311         24.120111            25
16312         24.344896            23
16313         22.281052            22
16314         21.287027            22
16315         21.367582            21
16316         20.439533            20
16317         19.508345            20
16318         19.517729            20
16319         19.646410            20
16320         19.835144            19
16321         18.790289            18
16322         17.633980            18
16323         17.537188            18
16324         17.671696            17
16325         16.791803            17
16326         16.710119            16
16327         15.691171            16
16328         15.643787            16
16329         15.730188            16
16330         15.860621            16
16331         15.935730            17
16332         17.071579            19
16333         19.554939            20
16334         20.924477            21
16335         21.923477            22
16336         22.736141            25
16337         25.658081            26
16338         26.717760            27
16339         27.540014            28
16340         28.230753            29
16341         29.006763            29
16342         28.948673            30
16343         29.775892            30
16344         29.831717            32
16345         31.422781            32
16346         31.797991            32
16347         31.921194            32
16348         31.884546            32
16349         31.840099            32
16350         31.840099            32
16351         31.840099            32
16352         31.840099            32
16353         31.840099            32
16354         31.840099            31
16355         31.097628            30
16356         29.923973            29
16357         28.616224            28
16358         27.391399            26
16359         25.180452            25
16360         24.120111            24
16361         23.207912            22
16362         21.155121            21
16363         20.194262            20
16364         19.235302            20
16365         19.406948            20
16366         19.646410            20
16367         19.835144            18
16368         17.737621            18
16369         17.526121            18
16370         17.556837            18
16371         17.797602            18
16372         17.930330            17
16373         16.850170            17
16374         16.710119            17
16375         16.736605            17
16376         16.866419            17
16377         16.933178            16
16378         15.864685            16
16379         15.702248            18
16380         17.968517            19
16381         19.594793            20
16382         20.885258            22
16383         22.860838            24
16384         24.889795            25
16385         25.840521            27
16386         27.574732            28
16387         28.340445            29
16388         29.111477            30
16389         29.915991            31
16390         30.758730            31
16391         30.903152            32
16392         31.637098            33
16393         32.429913            32
16394         32.153370            33
16395         32.555290            34
16396         33.133419            32
16397         32.486431            31
16398         31.253586            31
16399         30.732458            27
16400         26.809458            26
16401         24.906794            26
16402         25.162069            25
16403         24.328657            25
16404         24.588066            25
16405         24.693293            24
16406         23.630257            23
16407         22.496635            22
16408         21.367855            22
16409         21.457130            21
16410         20.494175            21
16411         20.616407            20
16412         19.580120            20
16413         19.625618            19
16414         18.614809            20
16415         19.741266            20
16416         19.929453            20
16417         20.041817            20
16418         19.976545            19
16419         18.790289            19
16420         18.699854            19
16421         18.723583            19
16422         18.850784            20
16423         20.071182            21
16424         21.357681            20
16425         20.181952            19
16426         18.830673            19
16427         18.587992            19
16428         18.660360            19
16429         18.850784            20
16430         20.071182            19
16431         19.006596            19
16432         18.889894            18
16433         17.706758            19
16434         18.732534            20
16435         20.121983            21
16436         21.520557            22
16437         22.666803            23
16438         23.606884            24
16439         24.537189            23
16440         23.152996            24
16441         24.090338            24
16442         23.979738            26
16443         26.192638            25
16444         25.076828            26
16445         26.049772            26
16446         25.939484            26
16447         25.871243            26
16448         25.835283            25
16449         24.635624            24
16450         23.490705            24
16451         23.539267            23
16452         22.477425            23
16453         22.618332            22
16454         21.535593            22
16455         21.613804            22
16456         21.696857            21
16457         20.660381            20
16458         19.563879            20
16459         19.517729            19
16460         18.558569            19
16461         18.637770            19
16462         18.723583            19
16463         18.850784            19
16464         18.919561            18
16465         17.824108            18
16466         17.708591            18
16467         17.733801            18
16468         17.862566            18
16469         17.930330            18
16470         17.930330            18
16471         17.930330            18
16472         17.930330            18
16473         17.930330            18
16474         17.930330            18
16475         17.930330            18
16476         17.930330            19
16477         19.072777            20
16478         20.369167            20
16479         20.398376            21
16480         21.399761            21
16481         21.214373            22
16482         22.309566            23
16483         23.402672            24
16484         24.469864            24
16485         24.342072            25
16486         25.246288            26
16487         26.205622            27
16488         27.206327            28
16489         28.137218            27
16490         26.935282            29
16491         28.792259            28
16492         27.833675            29
16493         28.737013            29
16494         28.792486            26
16495         25.528477            26
16496         25.221313            25
16497         24.281248            26
16498         25.633986            25
16499         24.680138            25
16500         24.723953            21
16501         20.355333            21
16502         20.144363            21
16503         20.238707            20
16504         19.522282            19
16505         18.599361            19
16506         18.528282            18
16507         17.594555            18
16508         17.647648            18
16509         17.733801            18
16510         17.862564            17
16511         16.850170            17
16512         16.710119            17
16513         16.736605            17
16514         16.866419            17
16515         16.933178            17
16516         16.933178            17
16517         16.933178            17
16518         16.933178            16
16519         15.864685            16
16520         15.702248            16
16521         15.730188            16
16522         15.860621            16
16523         15.935730            17
16524         17.071579            18
16525         18.387552            19
16526         19.638994            20
16527         20.717697            21
16528         21.701031            21
16529         21.460636            22
16530         22.394899            23
16531         23.402672            24
16532         24.469864            25
16533         25.457508            26
16534         26.365602            26
16535         26.181538            27
16536         27.073416            27
16537         26.959974            29
16538         28.896955            29
16539         28.969694            29
