       Train Prediction  Actual Value
8792          -3.910834            -6
8793          -5.663644            -6
8794          -6.358299            -7
8795          -7.211829            -7
8796          -7.264700            -7
8797          -6.918475            -6
8798          -5.883355            -5
8799          -4.565289            -5
8800          -4.313587            -3
8801          -2.773659            -2
8802          -1.453679             0
8803           1.424650             1
8804           2.610937             2
8805           3.122496             3
8806           3.735284             5
8807           5.662019             7
8808           8.257076             8
8809           9.280910             9
8810           9.860614            10
8811          10.689409            10
8812          10.484446            10
8813          10.191345            11
8814          11.113914            11
8815          11.211787            11
8816          11.134084            11
8817          10.997128            11
8818          10.915759            10
8819           9.830637             9
8820           8.601076             7
8821           6.513576             6
8822           5.364945             5
8823           4.458155             3
8824           2.749695             3
8825           2.588687             2
8826           1.746211             1
8827           0.882263             1
8828           0.782760             1
8829           0.798475             1
8830           0.946169             0
8831           0.034144             0
8832          -0.183394             0
8833          -0.189156             0
8834          -0.101981            -1
8835          -0.892227             0
8836          -0.246332            -1
8837          -0.926146            -1
8838          -1.074179             1
8839           1.286036             2
8840           2.594693             2
8841           2.773777             2
8842           2.354696             2
8843           2.036729             2
8844           1.951511             2
8845           1.951511             1
8846           1.039585             2
8847           1.746960             2
8848           1.959260             2
8849           2.040268             2
8850           2.036729             2
8851           1.951511             3
8852           2.917784             3
8853           3.166363             3
8854           3.130270             3
8855           3.028662             2
8856           1.984269             1
8857           0.955313             2
8858           1.630017             1
8859           0.961373             1
8860           0.931892             1
8861           0.943602             1
8862           0.946169             1
8863           1.041231             1
8864           1.041231             2
8865           1.943142             2
8866           2.181015             2
8867           2.145216             3
8868           3.006795             3
8869           3.166363             3
8870           3.130270             2
8871           2.046746             2
8872           1.822765             3
8873           2.746485             2
8874           2.062156             2
8875           1.942021             2
8876           1.874945             2
8877           1.870693             2
8878           1.951511             1
8879           1.039585             1
8880           0.872994             1
8881           0.867870             1
8882           0.946169             0
8883           0.034144             0
8884          -0.183394             0
8885          -0.189156             0
8886          -0.101981            -1
8887          -0.892227            -1
8888          -1.098243            -1
8889          -1.149114            -1
8890          -1.113184            -1
8891          -1.051628            -2
8892          -1.766937            -2
8893          -2.048490            -1
8894          -1.304799            -1
8895          -0.808567            -1
8896          -0.839293            -1
8897          -0.988252             0
8898           0.210191             0
8899           0.475338             2
8900           2.379117             4
8901           4.676666             5
8902           6.282882             5
8903           5.938312             6
8904           6.421066             6
8905           6.257005             6
8906           6.089538             6
8907           5.992494             8
8908           8.141348             7
8909           7.278224             7
8910           6.982194             7
8911           6.874596             7
8912           6.841383             8
8913           8.023181             8
8914           8.179283             7
8915           6.985322             6
8916           5.723179             5
8917           4.608930             4
8918           3.632947             2
8919           1.884034             1
8920           0.897013             1
8921           0.649700             1
8922           0.731159             1
8923           0.946169             1
8924           1.041231             1
8925           1.041231             1
8926           1.041231             1
8927           1.041231             1
8928           1.041231             1
8929           1.041231             1
8930           1.041231             1
8931           1.041231             1
8932           1.041231             0
8933           0.034144             0
8934          -0.183394            -1
8935          -0.953375            -1
8936          -1.130825            -2
8937          -1.805590            -2
8938          -2.086893            -3
8939          -2.880458            -3
8940          -3.182570            -3
8941          -3.160590            -3
8942          -3.083302            -3
8943          -2.989239            -2
8944          -2.140914             0
8945           1.005545             1
8946           2.525451             1
8947           2.125459             2
8948           2.434845             3
8949           3.265492             3
8950           3.396897             3
8951           3.229104             4
8952           4.069140             4
8953           4.181949             5
8954           5.223565             5
8955           5.276300             6
8956           6.227673             6
8957           6.257005             7
8958           7.226083             7
8959           7.250513             8
8960           8.229374             7
8961           7.114377             7
8962           6.841302             8
8963           7.895875             7
8964           6.979727             6
8965           5.797289             3
8966           2.910349             1
8967           1.093292             1
8968           0.674119             0
8969          -0.361987            -1
8970          -1.005052            -1
8971          -1.160708            -1
8972          -1.190671            -3
8973          -2.466423            -3
8974          -3.095034            -3
8975          -3.300414            -4
8976          -4.035702            -4
8977          -4.159459            -5
8978          -5.051687            -5
8979          -5.261886            -5
8980          -5.081387            -5
8981          -4.934803            -6
8982          -5.712997            -6
8983          -6.033621            -7
8984          -6.900849            -6
8985          -6.176268            -7
8986          -6.588685            -7
8987          -6.824141            -7
8988          -6.791257            -7
8989          -6.792549            -7
8990          -6.666778            -6
8991          -5.763917            -3
8992          -3.003193            -2
8993          -1.253988             0
8994           1.483448             3
8995           4.541707             4
8996           6.023554             4
8997           5.340206             4
8998           4.397597             4
8999           4.022079             5
9000           5.004163             5
9001           5.178969             6
9002           6.227673             6
9003           6.257005             6
9004           6.089538             7
9005           7.106282             7
9006           7.172439             7
9007           7.086981             7
9008           6.985628             7
9009           6.917458             7
9010           6.917458             6
9011           5.853595             5
9012           4.719956             4
9013           3.675355             3
9014           2.707605             2
9015           1.786124             1
9016           0.870542             0
9017          -0.194514            -1
9018          -1.043904            -2
9019          -1.800798             0
9020          -0.596952             1
9021           1.681289             1
9022           1.887364            -1
9023          -0.640141            -1
9024          -1.081004            -2
9025          -1.851795            -2
9026          -2.127376            -3
9027          -2.880458            -3
9028          -3.182570            -4
9029          -4.003697            -5
9030          -5.127307            -5
9031          -5.389813            -6
9032          -6.153573            -6
9033          -6.183975            -6
9034          -5.982442            -7
9035          -6.758587            -7
9036          -6.954083            -7
9037          -6.918475            -7
9038          -6.792549            -5
9039          -4.901888            -4
9040          -3.465767            -3
9041          -2.474950            -1
9042          -0.180654             0
9043           1.568664             2
9044           3.359483             3
9045           4.229587             4
9046           4.952330             5
9047           5.797661             5
9048           5.526401             6
9049           6.326768             6
9050           6.257005             7
9051           7.226083             7
9052           7.250513             7
9053           7.086981             7
9054           6.985628             8
9055           8.023181             8
9056           8.179283             8
9057           8.092930             8
9058           7.983044             8
9059           7.911021             7
9060           6.837526             6
9061           5.675324             4
9062           3.715295             3
9063           2.663593             2
9064           1.732918             2
9065           1.647846             1
9066           0.881963             0
9067          -0.115663             0
9068          -0.302057             1
9069           0.814984            -2
9070          -1.262239            -2
9071          -1.891234            -3
9072          -2.922276            -2
9073          -2.506454            -4
9074          -3.653348            -4
9075          -4.215761            -4
9076          -4.273102            -5
9077          -5.075752            -5
9078          -5.121768            -5
9079          -5.081387            -5
9080          -4.934803            -5
9081          -4.797424            -6
9082          -5.712997            -6
9083          -6.033621            -5
9084          -5.054618            -6
9085          -5.541353            -6
9086          -5.761155            -3
9087          -3.237714            -2
9088          -1.353069             0
9089           1.504757             1
9090           2.614158             3
9091           4.149777             5
9092           6.311846             6
9093           7.504006             8
9094           9.262029             8
9095           8.808541             9
9096           9.491302             9
9097           9.336500            10
9098          10.246558            10
9099          10.282550            11
9100          11.258278            11
9101          11.296881            12
9102          12.271479            12
9103          12.309546            12
9104          12.149954            12
9105          12.006523            12
9106          11.924605            12
9107          11.924605            11
9108          10.839603             9
9109           8.614339             7
9110           6.401811             7
9111           6.155093             6
9112           5.455716             3
9113           2.898479             4
9114           3.425966             3
9115           2.653395             3
9116           2.729301             2
9117           1.925099             1
9118           0.918189             1
9119           0.782760             1
9120           0.798475            -1
9121          -0.789992            -1
9122          -1.107906            -1
9123          -1.219003            -1
9124          -1.163330            -2
9125          -1.766937            -2
9126          -2.048490            -3
9127          -2.880458            -2
9128          -2.362622            -2
9129          -2.041902            -2
9130          -1.971432            -2
9131          -1.966216            -2
9132          -2.021821            -2
9133          -2.021821            -2
9134          -2.021821             0
9135           0.466733             1
9136           2.214242             3
9137           4.001067             5
9138           6.311846             8
9139           9.883466            10
9140          12.080434            12
9141          13.431007            12
9142          12.986073            13
9143          13.640838            14
9144          14.562284            15
9145          15.644303            15
9146          15.568268            16
9147          16.405766            17
9148          17.482178            18
9149          18.646847            18
9150          18.537855            18
9151          18.231722            19
9152          19.160408            19
9153          19.174574            18
9154          18.017525            18
9155          17.772583            16
9156          15.682834            15
9157          14.500806            13
9158          12.502201            12
9159          11.309298            12
9160          11.234518            11
9161          10.510344             9
9162           8.562156             9
9163           8.251558             7
9164           6.476153             4
9165           3.760664             4
9166           3.406661             4
9167           3.431688             3
9168           2.765828             2
9169           1.888041             2
9170           1.733112             2
9171           1.745807             2
9172           1.870693             1
9173           1.039585             0
9174          -0.067986             1
9175           0.696775             1
9176           0.976565             0
9177           0.110766             0
9178          -0.128036            -2
9179          -1.510918            -1
9180          -1.360757            -1
9181          -1.199126             0
9182           0.260468             1
9183           1.795692             3
9184           3.572786             5
9185           6.111391             8
9186           9.883466             9
9187          10.823027            11
9188          12.165538            14
9189          15.204375            14
9190          15.196689            15
9191          15.848285            16
9192          16.655865            16
9193          16.477831            17
9194          17.411343            17
9195          17.303097            18
9196          18.323343            18
9197          18.284880            18
9198          18.146427            19
9199          19.160408            19
9200          19.174574            19
9201          19.132294            19
9202          18.991079            18
9203          17.824108            17
9204          16.661640            15
9205          14.593559            13
9206          12.518269            13
9207          12.153911            11
9208          10.472202            11
9209          10.275167             8
9210           7.585298             7
9211           6.244543             5
9212           4.464689             6
9213           5.220531             5
9214           4.699224             5
9215           4.749492             6
9216           5.903832             5
9217           4.992028             5
9218           4.875139             4
9219           3.835650             4
9220           3.716115             4
9221           3.792650             3
9222           2.884507             3
9223           2.800385             3
9224           2.802052             0
9225           0.204988             0
9226          -0.275118             0
9227          -0.453562             0
9228          -0.280511            -3
9229          -2.037603            -2
9230          -2.263739             0
9231          -0.251044             1
9232           2.101913             3
9233           4.149777             5
9234           6.311846             7
9235           8.709981             9
9236          10.675435            13
9237          14.607577            15
9238          16.583735            16
9239          17.313295            18
9240          19.143915            19
9241          20.065590            19
9242          19.770573            19
9243          19.299295            19
9244          18.991079            19
9245          18.919561            19
9246          18.919559            19
9247          18.919559            18
9248          17.824108            18
9249          17.708591            17
9250          16.675928            16
9251          15.629107            15
9252          14.535450            15
9253          14.463728            12
9254          11.772903            13
9255          12.196995            13
9256          12.556730            12
9257          11.820747            11
9258          10.671764            10
9259           9.433099             9
9260           8.378475             9
9261           8.386616             8
9262           7.586707             8
9263           7.585399             7
9264           6.679333             7
9265           6.614685             7
9266           6.739563             6
9267           5.792862             5
9268           4.719956             3
9269           2.806428             4
9270           3.461763             3
9271           2.758481             3
9272           2.793165             3
9273           2.868837             3
9274           2.870261             2
9275           1.984269             1
9276           0.955313             1
9277           0.782760             2
9278           1.664419             3
9279           3.010745             5
9280           5.489717             7
9281           8.257076             9
9282          10.496871             9
9283           9.935200            10
9284          10.545169            10
9285          10.354644            11
9286          11.258278            12
9287          12.459744            12
9288          12.455276            13
9289          13.372621            13
9290          13.318725            14
9291          14.297628            13
9292          13.188978            14
9293          13.972115            13
9294          12.966069            14
9295          13.883412            14
9296          14.080534            14
9297          14.086080            14
9298          14.019672            13
9299          12.852224            13
9300          12.658083            11
9301          10.659759             8
9302           7.628400             8
9303           7.021263             6
9304           5.385684             5
9305           4.455555             3
9306           2.749341             2
9307           1.752474             2
9308           1.624811             1
9309           0.836733             0
9310          -0.115663             0
9311          -0.302057             0
9312          -0.266032            -1
9313          -0.920705            -1
9314          -1.098243            -3
9315          -2.457422            -2
9316          -2.375756            -3
9317          -2.962984            -3
9318          -3.135338            -4
9319          -3.915913            -4
9320          -4.268982            -4
9321          -4.157721            -4
9322          -4.035162            -4
9323          -3.910834            -4
9324          -3.910834            -5
9325          -4.808515            -5
9326          -5.121768            -3
9327          -3.268806            -1
9328          -0.144781             1
9329           2.844476             3
9330           4.723505             5
9331           6.781919             7
9332           8.927264             8
9333           9.436928            10
9334          11.034200            12
9335          13.083879            13
9336          14.073600            14
9337          14.934045            15
9338          15.797603            15
9339          15.568268            17
9340          17.554464            17
9341          17.600218            17
9342          17.406103            17
9343          17.089106            17
9344          16.933178            17
9345          16.933178            17
9346          16.933178            16
9347          15.864685            16
9348          15.702248            14
9349          13.715494            12
9350          11.575685            11
9351          10.236835             9
9352           8.342737             8
9353           7.207922             8
9354           7.257431             8
9355           7.558971             7
9356           6.771494             6
9357           5.675324             5
9358           4.608930             6
9359           5.528142             7
9360           6.991776             7
9361           7.276899             9
9362           9.440432             9
9363           9.555992            10
9364          10.449122            10
9365          10.354644            10
9366          10.117962            12
9367          12.245280            11
9368          11.350043            11
9369          11.044185            10
9370           9.774808             9
9371           8.535548             9
9372           8.458721             9
9373           8.624024             8
9374           7.756964             8
9375           7.659398             8
9376           7.719995             9
9377           8.929082             9
9378           9.188881             9
9379           9.103786            10
9380          10.109263            11
9381          11.358378            12
9382          12.611191            12
9383          12.536013            13
9384          13.372621            13
9385          13.318725            13
9386          13.163066            14
9387          14.139263            14
9388          14.236356            15
9389          15.308321            14
9390          14.185842            14
9391          13.878895            14
9392          13.792596            14
9393          13.857231            13
9394          12.852224            13
9395          12.658083            12
9396          11.650314            11
9397          10.544442            10
9398           9.433099             8
9399           7.438601             8
9400           7.223442             5
9401           4.660556             8
9402           7.162832             8
9403           8.058001             5
9404           4.965555             6
9405           5.531495             4
9406           3.695026             4
9407           3.592506             3
9408           2.772638             4
9409           3.629864             2
9410           2.012716             1
9411           0.947819             1
9412           0.737337             0
9413          -0.217723             0
9414          -0.245379            -1
9415          -0.953375            -2
9416          -1.748971            -1
9417          -1.398025            -2
9418          -1.874171            -3
9419          -2.772369            -2
9420          -2.345118            -1
9421          -0.955884            -1
9422          -0.481918             1
9423           1.947263             2
9424           2.924170             4
9425           4.849794             7
9426           8.534763             9
9427          11.136800            10
9428          11.373469            12
9429          13.000550            13
9430          13.989934            14
9431          14.899565            15
9432          15.797603            15
9433          15.568268            16
9434          16.405766            16
9435          16.315481            17
9436          17.321779            17
9437          17.303097            18
9438          18.323341            17
9439          17.134901            18
9440          18.015089            17
9441          16.932850            17
9442          16.834488            16
9443          15.745051            14
9444          13.685860            12
9445          11.515443            12
9446          11.117936             9
9447           8.569078             7
9448           6.387538             6
9449           5.225103             6
9450           5.252114             6
9451           5.612606             4
9452           3.849999             4
9453           3.644660             4
9454           3.655455             3
9455           2.825160             3
9456           2.800385             4
9457           3.786886             3
9458           3.038008             2
9459           1.973522             2
9460           1.776079             1
9461           0.881963             2
9462           1.677266             0
9463           0.113016            -2
9464          -1.435029            -2
9465          -2.043838            -1
9466          -1.583081            -2
9467          -1.855508            -1
9468          -1.108577            -1
9469          -0.887349             0
9470           0.429421             1
9471           1.795692             3
9472           3.572786             5
9473           6.111391             7
9474           8.709981            10
9475          11.889709            11
9476          12.392150            15
9477          16.195093            19
9478          20.428183            19
9479          20.569475            19
9480          20.028728            19
9481          19.230602            19
9482          18.919561            20
9483          20.071182            21
9484          21.357681            20
9485          20.181952            21
9486          21.113688            20
9487          19.838541            21
9488          20.948532            20
9489          19.838541            20
9490          19.809027            19
9491          18.674431            17
9492          16.596199            16
9493          15.416511            14
9494          13.485513            14
9495          13.258451            13
9496          12.467230            12
9497          11.526885            11
9498          10.445504             8
9499           7.591322             8
9500           7.079818             7
9501           6.330928             7
9502           6.464443             7
9503           6.739563             7
9504           6.841383             7
9505           6.917458             6
9506           5.853595             6
9507           5.713142             5
9508           4.747161             5
9509           4.683613             5
9510           4.777680             5
9511           4.861718             5
9512           4.935423             4
9513           3.905029             5
9514           4.777402             5
9515           4.978831             5
9516           5.023108             5
9517           5.005638             6
9518           6.017536             7
9519           7.324415             8
9520           8.547028            11
9521          11.838870            15
9522          16.381197            17
9523          18.564474            16
9524          17.200775            17
9525          17.574835            18
9526          18.312836            18
9527          18.359737            18
9528          18.231724            19
9529          19.160408            19
9530          19.174574            18
9531          18.017525            18
9532          17.772583            18
9533          17.733801            17
9534          16.791801            17
9535          16.710119            17
9536          16.736605            17
9537          16.866419            16
9538          15.864685            16
9539          15.702248            15
9540          14.693295            15
9541          14.627174            15
9542          14.718015            15
9543          14.859855            14
9544          13.856982            12
9545          11.692117            12
9546          11.269668            11
9547          10.411539            11
9548          10.485737            11
9549          10.699043            12
9550          11.936404            12
9551          12.223090            10
9552           9.976031            10
9553           9.469064            10
9554           9.498272             9
9555           8.674859             9
9556           8.643158             9
9557           8.705326             8
9558           7.756964             8
9559           7.659397             8
9560           7.719995             7
9561           6.771494             7
9562           6.684076             8
9563           7.810941             8
9564           8.093272             8
9565           8.092930             9
9566           9.107168             9
9567           9.188879            10
9568          10.246558            11
9569          11.450378            12
9570          12.611191            12
9571          12.536013            13
9572          13.372621            14
9573          14.475199            13
9574          13.334733            14
9575          14.058434            15
9576          15.223670            15
9577          15.392325            16
9578          16.405766            16
9579          16.315481            16
9580          16.171261            16
9581          16.016327            16
9582          15.935730            16
9583          15.935730            16
9584          15.935730            16
9585          15.935730            16
9586          15.935730            16
9587          15.935730            16
9588          15.935730            16
9589          15.935730            15
9590          14.866569            15
9591          14.685224            15
9592          14.718015            15
9593          14.859855            14
9594          13.856982            14
9595          13.665871            13
9596          12.664499            12
9597          11.572991            12
9598          11.452207            12
9599          11.625747            12
9600          11.839874            11
9601          10.839603            11
9602          10.640241            11
9603          10.699043            11
9604          10.830047            11
9605          10.915759            11
9606          10.915759            11
9607          10.915759            11
9608          10.915759            11
9609          10.915759            11
9610          10.915759            10
9611           9.830637            10
9612           9.637238            11
9613          10.789328            10
9614           9.998807            11
9615          10.932703            12
9616          12.209742            13
9617          13.528992            17
9618          17.790388            16
9619          17.099531            17
9620          17.785528            18
9621          18.492222            18
9622          18.359737            19
9623          19.411390            18
9624          18.111210            15
9625          14.893349            16
9626          15.282465            18
9627          17.726074            17
9628          17.288618            19
9629          19.510792            20
9630          20.596619            18
9631          18.252962            18
9632          17.816580            13
9633          13.147099            12
9634          11.379004            12
9635          10.968575            12
9636          11.339595            11
9637          10.765414            10
9638           9.601063            10
9639           9.446311             9
9640           8.572419             9
9641           8.566265            10
9642           9.791938             8
9643           7.915307             9
9644           8.643031             8
9645           7.762137             8
9646           7.681448             8
9647           7.794647             8
9648           7.830959             8
9649           7.911021             8
9650           7.911021             6
9651           5.820499             6
9652           5.529881             6
9653           5.598815             6
9654           5.773769             7
9655           7.022405             8
9656           8.332483             8
9657           8.368978             9
9658           9.314882             9
9659           9.268340             9
9660           9.103786             9
9661           8.984058             9
9662           8.907768             8
9663           7.827744             8
9664           7.659397             8
9665           7.719995             8
9666           7.830959             9
9667           9.021962            10
9668          10.349971             9
9669           9.251243             9
9670           8.897578            10
9671           9.880564             9
9672           8.988006             9
9673           8.829768             8
9674           7.720768             7
9675           6.578275             7
9676           6.522533             7
9677           6.663782             7
9678           6.841383             7
9679           6.917458             7
9680           6.917458             7
9681           6.917458             6
9682           5.853595             6
9683           5.713142             6
9684           5.759736             6
9685           5.852134             6
9686           5.925494             6
9687           5.925494             6
9688           5.925494             5
9689           4.875390             5
9690           4.743208             5
9691           4.777680             5
9692           4.861718             4
9693           3.905029             4
9694           3.773052             4
9695           3.792650             4
9696           3.869446             4
9697           3.945972             4
9698           3.945972             4
9699           3.945972             4
9700           3.945972             3
9701           2.943338             3
9702           2.800385             3
9703           2.802052             3
9704           2.870261             3
9705           2.948487             3
9706           2.948487             3
9707           2.948487             2
9708           1.984269             2
9709           1.822765             3
9710           2.746485             3
9711           3.056237             3
9712           3.130270             3
9713           3.028662             3
9714           2.948487             3
9715           2.948487             3
9716           2.948487             3
9717           2.948487             4
9718           3.970214             4
9719           4.181949             4
9720           4.124060             4
9721           4.022079             4
9722           3.945972             4
9723           3.945972             4
9724           3.945972             4
9725           3.945972             4
9726           3.945972             3
9727           2.943337             3
9728           2.800385             3
9729           2.802052             2
9730           1.923417             2
9731           1.822765             2
9732           1.808691             2
9733           1.870693             2
9734           1.951511             2
9735           1.951511             2
9736           1.951511             2
9737           1.951511             1
9738           1.039585             1
9739           0.872994             1
9740           0.867870             1
9741           0.946169             0
9742           0.034144             0
9743          -0.183394            -1
9744          -0.953375            -2
9745          -1.748971            -1
9746          -1.398025            -1
9747          -1.121145             0
9748           0.429421             0
9749           0.601626             0
9750           0.327375             0
9751           0.138815             0
9752           0.017273             0
9753           0.017273            -1
9754          -0.892227             0
9755          -0.246332             0
9756           0.114989             0
9757           0.194195             1
9758           1.313986             1
9759           1.369001             1
9760           1.277442             2
9761           2.047781             2
9762           2.181015             3
9763           3.113158             3
9764           3.271743             4
9765           4.168702             4
9766           4.289585             4
9767           4.124060             4
9768           4.022079             4
9769           3.945972             4
9770           3.945972             4
9771           3.945972             5
9772           5.004163             6
9773           6.314290             5
9774           5.230130             5
9775           4.930360             5
9776           4.843911             5
9777           4.861718             5
9778           4.935423             5
9779           4.935423             4
9780           3.905029             2
9781           1.952794             2
9782           1.701254             1
9783           0.813271             0
9784          -0.168607             0
9785          -0.302057            -1
9786          -0.995403            -2
9787          -1.748971            -1
9788          -1.398025            -1
9789          -1.121145            -1
9790          -0.955533            -1
9791          -0.988252            -1
9792          -1.051628            -1
9793          -1.051628             0
9794           0.210191             1
9795           1.671628             1
9796           1.694294             0
9797           0.307428             0
9798          -0.128036            -1
9799          -0.953375            -1
9800          -1.130825            -2
9801          -1.805590            -2
9802          -2.086893            -3
9803          -2.880458            -3
9804          -3.182570            -1
9805          -1.148537             2
9806           3.268809             3
9807           4.901849             4
9808           5.503455             6
9809           7.108666             8
9810           9.228806            10
9811          11.341680            10
9812          10.912217            11
9813          11.570698            12
9814          12.543862            12
9815          12.455276            13
9816          13.372621            13
9817          13.318725            12
9818          12.055170            12
9819          11.723557            12
9820          11.704492            12
9821          11.839874            13
9822          13.040116            13
9823          13.231847            12
9824          12.055170            12
9825          11.723557            12
9826          11.704492            12
9827          11.839874            12
9828          11.924605            12
9829          11.924605            12
9830          11.924605            11
9831          10.839603            11
9832          10.640241            10
9833           9.639884             9
9834           8.535548             9
9835           8.458721             8
9836           7.586707             8
9837           7.585399             9
9838           8.800154             8
9839           7.981586             8
9840           7.832350             8
9841           7.794647             8
9842           7.830959             7
9843           6.837526             7
9844           6.684076             7
9845           6.739563             7
9846           6.841383             7
9847           6.917458             7
9848           6.917458             6
9849           5.853595             6
9850           5.713142             6
9851           5.759736             5
9852           4.818466             6
9853           5.769493             8
9854           8.212010             9
9855           9.756122            10
9856          10.779162            11
9857          11.706860            13
9858          13.767829            13
9859          13.852305            13
9860          13.463117            14
9861          14.225396            14
9862          14.236356            15
9863          15.308321            15
9864          15.322071            16
9865          16.316561            16
9866          16.315481            17
9867          17.321779            18
9868          18.478540            18
9869          18.448938            18
9870          18.231724            18
9871          18.000595            18
9872          17.930330            18
9873          17.930330            17
9874          16.850170            17
9875          16.710119            17
9876          16.736605            15
9877          14.808887            13
9878          12.620212            11
9879          10.419358            11
9880          10.052355            10
9881           9.341811             9
9882           8.469010             8
9883           7.457712             8
9884           7.413983             7
9885           6.613810             5
9886           4.688286             5
9887           4.475224             5
9888           4.565286             4
9889           3.789084             4
9890           3.773052             3
9891           2.828879             3
9892           2.745402             3
9893           2.802052             3
9894           2.870261             4
9895           3.970214             3
9896           3.124800             4
9897           3.936267             3
9898           3.031589             3
9899           2.857996             5
9900           4.894160             5
9901           5.370885             7
9902           7.583851             8
9903           8.830729             8
9904           8.541354            10
9905          10.507311            10
9906          10.574298            11
9907          11.472255            12
9908          12.543862            13
9909          13.625218            13
9910          13.554020            13
9911          13.244679            14
9912          14.139263            15
9913          15.387933            15
9914          15.482212            15
9915          15.257425            14
9916          13.920150            14
9917          13.665871            14
9918          13.716386            14
9919          13.857231            13
9920          12.852224            13
9921          12.658083            13
9922          12.711233            13
9923          12.849925            13
9924          12.933000            12
9925          11.848104            11
9926          10.608112            11
9927          10.445603            11
9928          10.618348            11
9929          10.830047            10
9930           9.830637            10
9931           9.637238            10
9932           9.698410             8
9933           7.730920             8
9934           7.437418             7
9935           6.525007             6
9936           5.561837             5
9937           4.608930             5
9938           4.553921             2
9939           1.997812             3
9940           2.537860             3
9941           2.652079             3
9942           2.851960             2
9943           2.046746             2
9944           1.822765             3
9945           2.746485             3
9946           3.056237             3
9947           3.130270             4
9948           4.069140             4
9949           4.181949             4
9950           4.124061             4
9951           4.022079             8
9952           8.098557             9
9953          10.304346            11
9954          12.204593            12
9955          13.036762            14
9956          14.939111            14
9957          14.929140            15
9958          15.638827            15
9959          15.406278            16
9960          16.316561            16
9961          16.315481            17
9962          17.321779            17
9963          17.303097            18
9964          18.323343            18
9965          18.284880            18
9966          18.146427            18
9967          18.000595            18
9968          17.930330            18
9969          17.930330            17
9970          16.850170            17
9971          16.710119            16
9972          15.691171            16
9973          15.643787            14
9974          13.715494            13
9975          12.471349            12
9976          11.351238            12
