observation_time,wind_direction,wind_speed,predominant_horizontal_visibility,precipitation,present_fog,cloud_nebulosity,cloud_altitude,air_temperature,dew_point,air_pressure
2022-01-01 00:30:00,130,2,1000,0,0,3,14,4,4,1018
2022-01-01 01:30:00,60,2,400,0,0,0,0,4,4,1018
2022-01-01 02:30:00,42,2,800,0,0,3,21,4,4,1017
2022-01-01 03:30:00,277,1,1500,0,0,3,19,4,4,1017
2022-01-01 04:30:00,260,3,1800,0,0,2,13,4,4,1017
2022-01-01 05:30:00,90,2,1800,0,0,3,19,5,4,1017
2022-01-01 06:30:00,90,3,2000,0,0,3,21,4,4,1018
2022-01-01 07:30:00,290,3,3000,0,0,2,37,5,5,1018
2022-01-01 08:30:00,283,2,5000,0,0,2,35,5,5,1019
2022-01-01 09:30:00,276,2,5000,0,0,3,30,7,6,1019
2022-01-01 10:30:00,270,8,9999,0,0,3,33,11,8,1019
2022-01-01 11:30:00,280,9,9999,0,0,3,26,11,7,1019
2022-01-01 12:30:00,290,9,9999,0,0,2,33,11,7,1019
2022-01-01 13:30:00,290,7,9999,0,0,3,25,11,7,1019
2022-01-01 14:30:00,290,11,9999,0,0,1,27,11,7,1020
2022-01-01 15:30:00,290,7,9999,0,0,1,46,10,7,1020
2022-01-01 16:30:00,280,6,9999,0,0,3,42,10,7,1021
2022-01-01 17:30:00,270,6,9999,0,0,1,54,9,7,1021
2022-01-01 18:30:00,310,6,9999,0,0,2,65,9,6,1021
2022-01-01 19:30:00,290,10,9999,0,0,2,50,9,7,1022
2022-01-01 20:30:00,280,9,9999,0,0,1,25,9,7,1022
2022-01-01 21:30:00,300,9,9999,0,0,3,31,10,7,1022
2022-01-01 22:30:00,290,10,9999,0,0,3,25,10,7,1023
2022-01-01 23:30:00,310,10,9999,0,0,3,30,10,7,1023
2022-01-02 00:30:00,310,7,9999,0,0,3,23,10,7,1023
2022-01-02 01:30:00,310,9,9999,0,0,4,21,10,7,1023
2022-01-02 02:30:00,280,12,9999,0,0,2,19,9,7,1023
2022-01-02 03:30:00,300,7,9999,0,0,1,44,8,6,1024
2022-01-02 04:30:00,270,8,9999,0,0,0,0,7,5,1024
2022-01-02 05:30:00,260,5,9999,0,0,0,0,5,4,1024
2022-01-02 06:30:00,280,5,9999,0,0,0,0,5,4,1024
2022-01-02 07:30:00,198,3,9999,0,0,0,0,7,5,1024
2022-01-02 08:30:00,100,5,9999,0,0,0,0,7,6,1025
2022-01-02 09:30:00,60,4,9999,0,0,2,47,9,6,1024
2022-01-02 10:30:00,60,6,9999,0,0,2,38,9,7,1024
2022-01-02 11:30:00,60,6,9999,0,0,3,49,9,7,1023
2022-01-02 12:30:00,60,8,9999,0,0,1,48,10,7,1022
2022-01-02 13:30:00,80,7,9999,0,0,0,0,10,6,1022
2022-01-02 14:30:00,80,8,9999,0,0,0,0,9,6,1021
2022-01-02 15:30:00,30,5,9999,0,0,0,0,7,5,1021
2022-01-02 16:30:00,60,3,9999,0,0,0,0,5,4,1021
2022-01-02 17:30:00,140,3,9999,0,0,1,10,5,4,1020
2022-01-02 18:30:00,360,3,800,0,0,2,10,5,4,1019
2022-01-02 19:30:00,160,3,1200,0,0,2,7,3,3,1019
2022-01-02 20:30:00,270,3,2000,0,0,4,6,5,4,1019
2022-01-02 21:30:00,240,1,3500,0,0,4,4,5,4,1018
2022-01-02 22:30:00,169,2,1500,0,0,4,2,5,5,1018
2022-01-02 23:30:00,140,3,350,0,0,0,0,5,5,1017
2022-01-03 00:30:00,60,4,3000,0,0,4,2,5,5,1016
2022-01-03 01:30:00,110,3,3000,0,0,4,2,5,5,1016
2022-01-03 02:30:00,55,2,5000,0,0,4,3,5,4,1015
2022-01-03 03:30:00,0,0,4000,0,0,4,2,4,4,1014
2022-01-03 04:30:00,60,3,1500,0,0,4,1,4,4,1014
2022-01-03 05:30:00,20,3,1800,0,0,4,2,3,3,1014
2022-01-03 06:30:00,260,3,800,0,0,0,0,3,3,1013
2022-01-03 07:30:00,283,2,500,0,0,0,0,4,3,1013
2022-01-03 08:30:00,26,2,1000,0,0,4,2,4,4,1013
2022-01-03 09:30:00,50,3,5000,0,0,2,3,5,5,1012
2022-01-03 10:30:00,60,8,9999,0,0,1,30,8,6,1012
2022-01-03 11:30:00,100,6,9999,0,0,1,49,7,6,1012
2022-01-03 12:30:00,270,13,9999,0,0,2,52,10,5,1012
2022-01-03 13:30:00,270,15,9999,0,0,1,52,8,5,1013
2022-01-03 14:30:00,250,16,9999,0,0,2,60,8,4,1011
2022-01-03 15:30:00,270,8,9999,0,0,0,0,7,3,1011
2022-01-03 16:30:00,260,8,9999,0,0,0,0,7,2,1011
2022-01-03 17:30:00,270,8,9999,0,0,0,0,7,2,1012
2022-01-03 18:30:00,260,4,9999,0,0,0,0,7,2,1012
2022-01-03 19:30:00,280,12,9999,0,0,0,0,8,2,1012
2022-01-03 20:30:00,270,7,9999,0,0,0,0,7,2,1013
2022-01-03 21:30:00,315,1,9999,0,0,0,0,6,1,1013
2022-01-03 22:30:00,0,0,9999,0,0,0,0,4,0,1013
2022-01-03 23:30:00,130,5,9999,0,0,0,0,3,1,1013
2022-01-04 00:30:00,115,2,9999,0,0,0,0,4,1,1013
2022-01-04 01:30:00,100,2,9999,0,0,0,0,2,0,1013
2022-01-04 02:30:00,71,1,9999,0,0,0,0,2,1,1012
2022-01-04 03:30:00,28,1,9999,0,0,0,0,2,1,1012
2022-01-04 04:30:00,0,0,9999,0,0,4,38,3,2,1012
2022-01-04 05:30:00,0,0,9999,0,0,3,39,3,2,1012
2022-01-04 06:30:00,29,1,9999,0,0,1,65,2,1,1011
2022-01-04 07:30:00,60,7,9999,0,0,1,67,4,2,1011
2022-01-04 08:30:00,90,4,9999,0,0,0,0,8,4,1010
2022-01-04 09:30:00,360,3,9999,0,0,0,0,9,3,1010
2022-01-04 10:30:00,34,2,9999,0,0,0,0,10,3,1009
2022-01-04 11:30:00,70,4,9999,0,0,0,0,11,4,1009
2022-01-04 12:30:00,145,3,9999,0,0,2,57,11,4,1007
2022-01-04 13:30:00,220,4,9999,0,0,1,52,11,4,1007
2022-01-04 14:30:00,210,5,9999,0,0,1,65,10,4,1007
2022-01-04 15:30:00,196,3,9999,0,0,3,50,9,4,1006
2022-01-04 16:30:00,183,2,9999,0,0,3,50,9,3,1006
2022-01-04 17:30:00,170,3,9999,0,0,3,45,10,3,1006
2022-01-04 18:30:00,290,3,9999,0,0,3,45,10,3,1005
2022-01-04 19:30:00,190,8,9999,0,0,2,45,10,3,1004
2022-01-04 20:30:00,240,3,9999,0,0,0,0,9,3,1005
2022-01-04 21:30:00,360,5,9999,0,0,0,0,7,3,1004
2022-01-04 22:30:00,341,2,9999,0,0,0,0,5,2,1004
2022-01-04 23:30:00,315,1,9999,0,0,0,0,5,3,1004
2022-01-05 00:30:00,288,2,9999,0,0,0,0,5,3,1004
2022-01-05 01:30:00,270,3,9999,0,0,0,0,4,3,1004
2022-01-05 02:30:00,315,1,9999,0,0,0,0,3,2,1004
2022-01-05 03:30:00,0,0,9999,0,0,2,55,2,2,1004
2022-01-05 04:30:00,3,2,9999,0,0,3,45,4,3,1004
2022-01-05 05:30:00,12,2,9999,0,0,3,48,4,3,1004
2022-01-05 06:30:00,40,1,9999,0,0,3,48,5,4,1004
2022-01-05 07:30:00,119,1,9999,0,0,3,52,6,4,1004
2022-01-05 08:30:00,147,2,9999,0,0,3,53,7,5,1004
2022-01-05 09:30:00,156,2,9999,0,0,3,57,10,6,1003
2022-01-05 10:30:00,160,5,9999,0,0,4,52,12,6,1003
2022-01-05 11:30:00,200,5,9999,0,0,3,55,13,6,1003
2022-01-05 12:30:00,180,5,9999,0,0,3,55,14,5,1002
2022-01-05 13:30:00,200,6,9999,0,0,3,57,13,4,1002
2022-01-05 14:30:00,190,6,9999,0,0,3,60,13,4,1002
2022-01-05 15:30:00,280,3,9999,0,0,3,65,12,4,1002
2022-01-05 16:30:00,270,3,9999,0,0,4,65,11,4,1002
2022-01-05 17:30:00,285,2,9999,0,0,2,65,12,4,1002
2022-01-05 18:30:00,300,3,9999,0,0,0,0,12,4,1002
2022-01-05 19:30:00,270,3,9999,0,0,2,56,11,4,1002
2022-01-05 20:30:00,240,6,9999,0,0,4,53,12,4,1002
2022-01-05 21:30:00,10,7,9999,0,0,4,53,10,5,1003
2022-01-05 22:30:00,250,4,9999,0,0,2,34,9,5,1003
2022-01-05 23:30:00,300,4,9999,0,0,3,39,7,4,1004
2022-01-06 00:30:00,260,4,9999,0,0,4,23,6,5,1004
2022-01-06 01:30:00,280,5,9999,0,0,4,25,6,5,1004
2022-01-06 02:30:00,290,3,9999,0,0,3,46,6,5,1004
2022-01-06 03:30:00,310,3,9999,0,0,2,55,5,5,1004
2022-01-06 04:30:00,280,3,9999,0,0,2,19,6,5,1005
2022-01-06 05:30:00,100,3,9999,0,0,3,25,6,5,1005
2022-01-06 06:30:00,340,4,9999,0,0,4,12,6,4,1005
2022-01-06 07:30:00,320,3,9999,0,0,3,25,5,4,1006
2022-01-06 08:30:00,290,7,9999,0,0,2,17,5,3,1007
2022-01-06 09:30:00,290,7,9999,0,0,3,24,4,2,1008
2022-01-06 10:30:00,280,6,9999,0,0,2,30,5,2,1008
2022-01-06 11:30:00,290,7,9999,0,0,2,32,5,2,1009
2022-01-06 12:30:00,310,6,9999,0,0,2,33,5,2,1009
2022-01-06 13:30:00,320,9,9999,0,0,2,39,4,0,1010
2022-01-06 14:30:00,285,4,9999,0,0,1,42,4,0,1011
2022-01-06 15:30:00,250,5,9999,0,0,2,67,3,0,1012
2022-01-06 16:30:00,240,6,9999,0,0,1,55,3,-1,1013
2022-01-06 17:30:00,230,1,9999,0,0,0,0,3,-1,1013
2022-01-06 18:30:00,219,3,9999,0,0,0,0,3,-1,1014
2022-01-06 19:30:00,206,1,9999,0,0,0,0,2,-1,1015
2022-01-06 20:30:00,193,1,9999,0,0,1,44,1,-1,1015
2022-01-06 21:30:00,180,3,9999,0,0,2,53,1,-1,1016
2022-01-06 22:30:00,169,2,9999,0,0,3,51,2,-1,1017
2022-01-06 23:30:00,160,4,9999,0,0,3,54,1,-1,1017
2022-01-07 00:30:00,310,6,9999,0,0,2,43,2,-1,1018
2022-01-07 01:30:00,250,7,9999,0,0,2,29,1,-4,1019
2022-01-07 02:30:00,280,11,9999,0,0,3,51,0,-5,1019
2022-01-07 03:30:00,280,8,9999,0,0,1,56,-1,-5,1020
2022-01-07 04:30:00,270,7,9999,0,0,0,0,-1,-7,1021
2022-01-07 05:30:00,260,8,9999,0,0,0,0,-2,-7,1021
2022-01-07 06:30:00,290,9,9999,0,0,0,0,-2,-7,1022
2022-01-07 07:30:00,210,3,9999,0,0,0,0,-3,-7,1022
2022-01-07 08:30:00,303,2,9999,0,0,0,0,0,-7,1022
2022-01-07 09:30:00,30,3,9999,0,0,1,45,1,-7,1022
2022-01-07 10:30:00,10,3,9999,0,0,0,0,1,-8,1022
2022-01-07 11:30:00,50,3,9999,0,0,0,0,1,-8,1021
2022-01-07 12:30:00,70,3,9999,0,0,0,0,2,-8,1021
2022-01-07 13:30:00,90,5,9999,0,0,0,0,1,-8,1021
2022-01-07 14:30:00,130,4,9999,0,0,0,0,1,-7,1020
2022-01-07 15:30:00,100,3,9999,0,0,0,0,0,-5,1021
2022-01-07 16:30:00,60,3,9999,0,0,0,0,-1,-5,1021
2022-01-07 17:30:00,90,4,9999,0,0,0,0,-2,-5,1020
2022-01-07 18:30:00,95,2,9999,0,0,0,0,-3,-5,1020
2022-01-07 19:30:00,100,3,9999,0,0,0,0,-4,-6,1020
2022-01-07 20:30:00,100,5,9999,0,0,0,0,-5,-6,1020
2022-01-07 21:30:00,100,2,9999,0,0,1,40,-5,-6,1020
2022-01-07 22:30:00,300,1,9999,0,0,1,37,-5,-6,1020
2022-01-07 23:30:00,0,0,9999,0,0,2,37,-5,-6,1019
2022-01-08 00:30:00,0,0,9999,0,0,2,53,-4,-6,1019
2022-01-08 01:30:00,0,0,9999,0,0,2,68,-4,-5,1018
2022-01-08 02:30:00,24,2,9999,0,0,3,64,-3,-5,1018
2022-01-08 03:30:00,55,1,9999,0,0,3,63,-3,-5,1018
2022-01-08 04:30:00,80,3,9999,0,0,4,63,-3,-5,1017
2022-01-08 05:30:00,80,6,9999,0,0,4,49,-3,-5,1017
2022-01-08 06:30:00,90,3,9999,0,0,4,50,-3,-4,1017
2022-01-08 07:30:00,110,4,9999,0,0,3,50,-2,-4,1017
2022-01-08 08:30:00,100,3,9999,0,0,3,52,-2,-3,1016
2022-01-08 09:30:00,80,3,9999,0,0,3,56,-1,-3,1016
2022-01-08 10:30:00,90,5,9999,0,0,3,56,-1,-2,1015
2022-01-08 11:30:00,80,6,9999,0,0,3,50,0,-2,1014
2022-01-08 12:30:00,60,4,9999,0,0,3,45,1,-2,1013
2022-01-08 13:30:00,80,3,9999,0,0,3,51,1,-2,1013
2022-01-08 14:30:00,110,3,9999,0,0,4,54,0,-2,1012
2022-01-08 15:30:00,270,2,9999,0,0,4,58,0,-2,1012
2022-01-08 16:30:00,204,1,3000,0,0,4,22,0,-1,1012
2022-01-08 17:30:00,140,1,3000,0,0,3,37,0,-1,1012
2022-01-08 18:30:00,0,0,1500,0,0,3,27,0,-1,1011
2022-01-08 19:30:00,0,0,1500,0,0,2,23,0,-1,1011
2022-01-08 20:30:00,0,0,800,0,0,3,13,0,0,1010
2022-01-08 21:00:00,0,0,800,0,0,2,4,0,0,1010
2022-01-08 22:00:00,0,0,800,0,0,2,2,0,0,1009
2022-01-08 23:00:00,0,0,1000,0,0,3,5,0,0,1009
2022-01-09 00:00:00,0,0,1000,0,0,3,6,0,0,1008
2022-01-09 01:00:00,325,1,800,0,0,3,4,0,0,1008
2022-01-09 02:00:00,290,3,1400,0,0,2,12,0,0,1007
2022-01-09 03:00:00,0,0,1000,0,0,2,5,0,0,1007
2022-01-09 04:00:00,0,0,800,0,0,3,11,0,0,1006
2022-01-09 05:00:00,0,0,600,0,0,3,8,0,0,1006
2022-01-09 06:00:00,60,2,1500,0,0,3,18,0,0,1006
2022-01-09 07:00:00,0,0,1200,0,0,2,14,1,1,1006
2022-01-09 08:00:00,0,0,1000,0,0,4,3,0,0,1006
2022-01-09 09:00:00,0,0,5000,0,0,3,21,2,1,1006
2022-01-09 10:00:00,0,0,9999,0,0,4,13,1,-1,1006
2022-01-09 11:00:00,330,3,9999,0,0,4,11,1,-1,1006
2022-01-09 12:00:00,350,3,9999,0,0,4,13,1,-1,1006
2022-01-09 13:00:00,345,2,9999,0,0,4,12,1,-1,1006
2022-01-09 14:00:00,340,3,9999,0,0,4,13,1,-1,1006
2022-01-09 15:00:00,300,3,9999,0,0,3,20,1,-1,1006
2022-01-09 16:00:00,300,4,9999,0,0,3,20,1,-1,1006
2022-01-09 17:00:00,260,3,9999,0,0,4,23,0,-1,1006
2022-01-09 18:00:00,270,4,9999,0,0,4,27,0,-1,1006
2022-01-09 19:00:00,270,3,9999,0,0,3,35,0,-1,1006
2022-01-09 20:00:00,270,3,9999,0,0,4,40,0,-1,1006
2022-01-09 21:00:00,310,3,9999,0,0,2,35,0,-2,1006
2022-01-09 22:00:00,30,1,9999,0,0,4,37,0,-2,1006
2022-01-09 23:00:00,140,2,9999,0,0,4,37,0,-2,1006
2022-01-10 00:00:00,270,3,9999,0,0,4,37,0,-1,1007
2022-01-10 01:00:00,260,5,9999,0,0,4,42,0,-2,1006
2022-01-10 02:00:00,320,3,9999,0,0,4,44,-1,-2,1006
2022-01-10 03:00:00,340,3,9999,0,0,2,41,-1,-2,1006
2022-01-10 04:00:00,270,4,9999,0,0,4,33,-1,-2,1007
2022-01-10 05:00:00,280,4,9999,0,0,4,32,0,-2,1007
2022-01-10 06:00:00,303,2,9999,0,0,4,28,0,-2,1008
2022-01-10 07:00:00,46,1,9999,0,0,4,24,0,-2,1008
2022-01-10 08:00:00,70,3,9999,0,0,3,27,0,-2,1009
2022-01-10 09:00:00,80,4,9999,0,0,3,30,0,-2,1009
2022-01-10 10:00:00,80,3,9999,0,0,3,26,0,-2,1010
2022-01-10 11:00:00,90,3,9999,0,0,3,28,1,-1,1010
2022-01-10 12:00:00,80,3,9999,0,0,3,27,1,-1,1010
2022-01-10 13:00:00,0,0,9999,0,0,3,31,2,-1,1011
2022-01-10 14:00:00,0,0,9999,0,0,2,33,2,-1,1012
2022-01-10 15:00:00,0,0,9999,0,0,2,38,1,-1,1012
2022-01-10 16:00:00,250,1,9999,0,0,3,52,1,-1,1013
2022-01-10 17:00:00,280,4,8000,0,0,3,55,2,0,1014
2022-01-10 18:00:00,300,2,6000,0,0,2,53,1,0,1014
2022-01-10 19:00:00,0,0,6000,0,0,1,53,1,0,1015
2022-01-10 20:00:00,0,0,6000,0,0,1,47,1,0,1016
2022-01-10 21:00:00,14,1,7000,0,0,0,0,1,0,1016
2022-01-10 22:00:00,39,1,5000,0,0,1,49,1,-1,1016
2022-01-10 23:00:00,70,1,5000,0,0,1,49,0,0,1017
2022-01-11 00:00:00,95,1,3000,0,0,1,48,-1,-1,1017
2022-01-11 01:00:00,110,2,1500,0,0,2,51,-1,-1,1018
2022-01-11 02:00:00,80,4,1500,0,0,3,47,-2,-2,1018
2022-01-11 03:00:00,70,2,2000,0,0,4,47,-2,-2,1018
2022-01-11 04:00:00,90,2,3000,0,0,4,46,-1,-2,1019
2022-01-11 05:00:00,90,3,3000,0,0,4,41,-1,-2,1019
2022-01-11 06:00:00,174,1,5000,0,0,3,48,-1,-2,1020
2022-01-11 07:00:00,260,5,9999,0,0,2,56,0,-2,1021
2022-01-11 08:00:00,320,3,9999,0,0,2,45,1,-3,1022
2022-01-11 09:00:00,310,3,9999,0,0,2,52,1,-4,1022
2022-01-11 10:00:00,320,3,9999,0,0,1,50,2,-5,1022
2022-01-11 11:00:00,300,3,9999,0,0,1,55,2,-5,1022
2022-01-11 12:00:00,350,5,9999,0,0,1,55,3,-5,1022
2022-01-11 13:00:00,330,4,9999,0,0,2,55,2,-4,1023
2022-01-11 14:00:00,350,6,9999,0,0,2,60,2,-4,1023
2022-01-11 15:00:00,350,5,9999,0,0,3,60,2,-5,1024
2022-01-11 16:00:00,340,7,9999,0,0,2,60,1,-5,1024
2022-01-11 17:00:00,350,5,9999,0,0,1,60,1,-5,1025
2022-01-11 18:00:00,320,5,9999,0,0,0,0,0,-6,1025
2022-01-11 19:00:00,350,3,9999,0,0,0,0,-2,-6,1026
2022-01-11 20:00:00,20,3,9999,0,0,0,0,-2,-7,1026
2022-01-11 21:00:00,17,2,9999,0,0,0,0,-3,-7,1027
2022-01-11 22:00:00,14,1,9999,0,0,0,0,-4,-8,1027
2022-01-11 23:00:00,11,2,9999,0,0,0,0,-4,-8,1027
2022-01-12 00:30:00,8,1,9999,0,0,0,0,-6,-8,1028
2022-01-12 01:30:00,5,1,9999,0,0,0,0,-7,-8,1028
2022-01-12 02:30:00,2,2,9999,0,0,0,0,-7,-9,1028
2022-01-12 03:30:00,0,0,9999,0,0,0,0,-8,-10,1028
2022-01-12 04:30:00,0,1,9999,0,0,0,0,-8,-10,1029
2022-01-12 05:30:00,0,0,9999,0,0,0,0,-9,-10,1029
2022-01-12 06:30:00,0,0,9999,0,0,0,0,-9,-10,1030
2022-01-12 07:30:00,270,4,9999,0,0,0,0,-7,-9,1030
2022-01-12 08:30:00,355,2,9999,0,0,0,0,-5,-8,1031
2022-01-12 09:30:00,80,3,9999,0,0,0,0,-5,-8,1031
2022-01-12 10:30:00,100,5,9999,0,0,0,0,-4,-10,1031
2022-01-12 11:30:00,90,5,9999,0,0,0,0,-4,-11,1031
2022-01-12 12:30:00,70,2,9999,0,0,0,0,-2,-11,1031
2022-01-12 13:30:00,50,3,9999,0,0,0,0,-2,-11,1031
2022-01-12 14:30:00,360,5,9999,0,0,0,0,-3,-10,1031
2022-01-12 15:30:00,300,2,9999,0,0,0,0,-6,-11,1031
2022-01-12 16:30:00,240,3,9999,0,0,0,0,-6,-11,1032
2022-01-12 17:30:00,270,6,9999,0,0,0,0,-6,-9,1032
2022-01-12 18:30:00,270,7,9999,0,0,0,0,-7,-10,1032
2022-01-12 19:30:00,260,3,9999,0,0,0,0,-8,-10,1033
2022-01-12 20:30:00,250,6,9999,0,0,0,0,-9,-11,1033
2022-01-12 21:30:00,270,8,9999,0,0,0,0,-8,-10,1033
2022-01-12 22:30:00,240,6,9999,0,0,0,0,-10,-12,1034
2022-01-12 23:30:00,240,5,9999,0,0,0,0,-10,-12,1034
2022-01-13 00:30:00,240,4,9999,0,0,0,0,-11,-13,1034
2022-01-13 01:30:00,270,3,9999,0,0,0,0,-11,-12,1034
2022-01-13 02:30:00,260,4,9999,0,0,0,0,-11,-13,1034
2022-01-13 03:30:00,174,2,9999,0,0,0,0,-13,-14,1034
2022-01-13 04:30:00,90,6,9999,0,0,1,28,-13,-15,1035
2022-01-13 05:30:00,100,4,9999,0,0,3,25,-12,-14,1035
2022-01-13 06:30:00,100,4,9999,0,0,3,25,-12,-13,1035
2022-01-13 07:30:00,100,2,9999,0,0,2,39,-11,-12,1036
2022-01-13 08:30:00,100,2,7000,0,0,2,41,-10,-12,1036
2022-01-13 09:30:00,100,4,8000,0,0,1,38,-8,-10,1036
2022-01-13 10:30:00,80,5,9999,0,0,1,29,-6,-10,1035
2022-01-13 11:30:00,70,5,9999,0,0,3,28,-5,-9,1036
2022-01-13 12:30:00,110,4,9999,0,0,4,23,-5,-9,1035
2022-01-13 13:30:00,50,5,9999,0,0,4,22,-4,-8,1034
2022-01-13 14:30:00,70,7,9999,0,0,4,21,-4,-8,1035
2022-01-13 15:30:00,90,5,9999,0,0,2,39,-4,-8,1034
2022-01-13 16:30:00,70,5,9999,0,0,4,52,-4,-8,1034
2022-01-13 17:30:00,60,6,9999,0,0,2,36,-4,-8,1034
2022-01-13 18:30:00,30,4,9999,0,0,4,41,-4,-7,1033
2022-01-13 19:30:00,40,4,9999,0,0,4,40,-4,-7,1033
2022-01-13 20:30:00,50,5,9999,0,0,4,36,-4,-7,1033
2022-01-13 21:30:00,100,2,9999,0,0,2,53,-5,-8,1032
2022-01-13 22:30:00,150,2,8000,0,0,2,48,-5,-7,1032
2022-01-13 23:30:00,0,0,8000,0,0,4,41,-5,-7,1031
2022-01-14 00:30:00,0,0,6000,0,0,4,38,-5,-7,1031
2022-01-14 01:30:00,120,2,6000,0,0,4,25,-4,-7,1030
2022-01-14 02:30:00,50,3,6000,0,0,4,24,-4,-6,1029
2022-01-14 03:30:00,30,4,6000,0,0,4,19,-4,-6,1029
2022-01-14 04:30:00,50,4,8000,0,0,4,19,-4,-6,1028
2022-01-14 05:30:00,50,4,8000,0,0,4,18,-4,-6,1028
2022-01-14 06:30:00,30,4,3500,0,0,4,19,-4,-5,1027
2022-01-14 07:30:00,49,2,1800,0,0,2,15,-4,-5,1027
2022-01-14 08:30:00,70,3,2500,0,0,2,13,-3,-5,1026
2022-01-14 09:30:00,50,3,4000,0,0,2,12,-3,-5,1026
2022-01-14 10:30:00,59,2,5000,0,0,2,13,-2,-4,1024
2022-01-14 11:30:00,70,2,5000,0,0,2,13,-2,-5,1024
2022-01-14 12:30:00,80,2,5000,0,0,2,13,-1,-4,1023
2022-01-14 13:30:00,90,3,5000,0,0,2,13,-2,-4,1022
2022-01-14 14:30:00,80,5,5000,0,0,2,13,-2,-4,1022
2022-01-14 15:30:00,80,4,5000,0,0,2,13,-2,-4,1022
2022-01-14 16:30:00,355,2,5000,0,0,2,13,-2,-4,1021
2022-01-14 17:30:00,270,4,5000,0,0,2,14,-2,-4,1021
2022-01-14 18:30:00,290,4,5000,0,0,2,14,-1,-3,1020
2022-01-14 19:30:00,10,7,6000,0,0,4,20,-1,-3,1021
2022-01-14 20:30:00,230,3,7000,0,0,4,20,0,-3,1021
2022-01-14 21:30:00,290,3,8000,0,0,1,48,-1,-3,1020
2022-01-14 22:30:00,270,8,9999,0,0,0,0,0,-3,1020
2022-01-14 23:30:00,280,13,9999,0,0,2,59,2,-2,1020
2022-01-15 00:30:00,320,13,9999,0,0,2,41,2,-2,1021
2022-01-15 01:30:00,310,15,9999,0,0,2,44,1,-2,1022
2022-01-15 02:30:00,300,13,9999,0,0,0,0,1,-2,1022
2022-01-15 03:30:00,310,12,9999,0,0,0,0,1,-2,1022
2022-01-15 04:30:00,290,5,9999,0,0,0,0,0,-3,1023
2022-01-15 05:30:00,311,2,9999,0,0,0,0,-2,-3,1023
2022-01-15 06:30:00,338,1,9999,0,0,0,0,-3,-4,1024
2022-01-15 07:30:00,0,0,9999,0,0,0,0,1,-3,1024
2022-01-15 08:30:00,280,11,9999,0,0,1,40,2,-4,1025
2022-01-15 09:30:00,300,14,9999,0,0,1,40,3,-5,1025
2022-01-15 10:30:00,310,14,9999,0,0,0,0,3,-5,1025
2022-01-15 11:30:00,310,13,9999,0,0,0,0,4,-6,1025
2022-01-15 12:30:00,310,11,9999,0,0,0,0,4,-6,1024
2022-01-15 13:30:00,310,13,9999,0,0,0,0,3,-5,1024
2022-01-15 14:30:00,310,7,9999,0,0,0,0,3,-4,1024
2022-01-15 15:30:00,320,6,9999,0,0,0,0,1,-5,1024
2022-01-15 16:30:00,250,4,9999,0,0,0,0,-1,-6,1025
2022-01-15 17:30:00,290,7,9999,0,0,0,0,0,-5,1025
2022-01-15 18:30:00,325,2,9999,0,0,0,0,-3,-6,1025
2022-01-15 19:30:00,0,0,9999,0,0,0,0,-3,-7,1026
2022-01-15 20:30:00,0,0,9999,0,0,0,0,-5,-8,1026
2022-01-15 21:30:00,80,4,9999,0,0,0,0,-5,-7,1026
2022-01-15 22:30:00,90,2,9999,0,0,0,0,-6,-8,1027
2022-01-15 23:30:00,100,3,9999,0,0,0,0,-7,-8,1027
2022-01-16 00:30:00,130,1,9999,0,0,0,0,-8,-9,1027
2022-01-16 01:30:00,65,1,7000,0,0,0,0,-8,-9,1027
2022-01-16 02:30:00,0,0,6000,0,0,3,2,-8,-9,1027
2022-01-16 03:30:00,6,2,200,0,0,0,0,-6,-7,1027
2022-01-16 04:30:00,13,2,200,0,0,0,0,-6,-6,1027
2022-01-16 05:30:00,21,2,600,0,0,4,2,-6,-7,1027
2022-01-16 06:30:00,28,2,1400,0,0,4,2,-6,-7,1028
2022-01-16 07:30:00,36,1,2000,0,0,4,2,-5,-6,1028
2022-01-16 08:30:00,43,2,6000,0,0,4,3,-5,-6,1028
2022-01-16 09:30:00,50,3,9999,0,0,2,4,-4,-5,1027
2022-01-16 10:30:00,80,6,9999,0,0,2,10,-3,-4,1027
2022-01-16 11:30:00,80,9,9999,0,0,2,9,-3,-5,1026
2022-01-16 12:30:00,90,8,9999,0,0,4,7,-4,-5,1026
2022-01-16 13:30:00,100,7,9999,0,0,3,8,-3,-5,1025
2022-01-16 14:30:00,100,7,9999,0,0,2,7,-3,-5,1024
2022-01-16 15:30:00,70,3,9999,0,0,1,10,-4,-5,1024
2022-01-16 16:30:00,50,2,6000,0,0,0,0,-5,-6,1024
2022-01-16 17:30:00,90,1,5000,0,0,0,0,-6,-7,1024
2022-01-16 18:30:00,0,0,6000,0,0,1,6,-6,-7,1023
2022-01-16 19:30:00,0,0,5000,0,0,2,4,-6,-7,1023
2022-01-16 20:30:00,345,2,800,0,0,4,2,-5,-6,1022
2022-01-16 21:30:00,323,2,600,0,0,0,0,-5,-6,1022
2022-01-16 22:30:00,296,2,600,0,0,0,0,-5,-6,1022
2022-01-16 23:30:00,274,2,1000,0,0,4,2,-5,-6,1022
2022-01-17 00:30:00,260,3,1500,0,0,3,3,-5,-6,1021
2022-01-17 01:30:00,258,2,2500,0,0,3,3,-5,-6,1020
2022-01-17 02:30:00,256,2,2500,0,0,3,3,-5,-6,1020
